Tag;AVG_LWET200;AVG_RH200;AVG_TA020;AVG_TA200;AVG_TB005;AVG_WV200;DFROST;DHOT;DICE;DRAIN;DSUMM;DVEG;KWB;MAX_GS200;MAX_LWET200;MAX_NN050;MAX_RH200;MAX_TA020;MAX_TA200;MAX_TB005;MAX_WV200;MAX_WV200max;MIN_LWET200;MIN_RH200;MIN_TA020;MIN_TA200;MIN_TB005;SUM_GS200;SUM_NN050;SUM_SOH
16.10.2023;43,4;76,4;5,4;5,3;11;1,3;1;0;0;0;0;1;-1,2;560,9;92,6;0;98,1;13,3;11,8;11,8;2,5;4,4;8,1;46,5;-1,8;-1;10,1;3651,2;0;10
17.10.2023;37,1;83,9;4,9;5,1;10,3;1;0;0;0;0;0;1;-0,8;349;81,8;0;96,2;11,4;10,9;10,9;1,7;2,9;10,5;67,8;-1;0;9,5;1855,7;0;3
18.10.2023;74,5;88,5;7,5;7,3;10,2;1,1;0;0;0;1;0;1;4,8;424,6;100;1,9;98,6;15,1;13,6;11;1,9;3;9,6;58,1;0,7;1,5;9,4;1832,6;5,8;3
19.10.2023;100;97,7;12,5;12,5;11,7;0,8;0;0;0;1;0;1;5,7;237,8;100;1,9;99,5;15,7;14,9;12,5;1,5;2,5;100;91,7;9,1;9,2;11,1;945;6,3;0
20.10.2023;91,2;90,5;12,7;13;12,7;1,7;0;0;0;1;0;1;2,7;170,9;100;2,3;99,6;16,5;16,7;13;5,2;8,8;12,5;70,5;9,2;10,4;12,5;915,5;3,7;0
21.10.2023;39,8;76,4;12,5;13,2;12,6;1,9;0;0;0;0;0;1;-1,3;367,5;100;0;96,2;16,8;15,9;13,1;4,4;7,7;10,7;58,2;7,4;9,6;12,3;2254,9;0;5
22.10.2023;42,7;79,6;9,7;10,6;12;1,6;0;0;0;0;0;1;-1,3;508,1;92,9;0;94,6;18,4;16;12,6;3,8;6,2;9,7;53;4,4;6,9;11,4;2923,8;0;8
23.10.2023;64,6;90,7;8;8,4;11;0,9;0;0;0;0;0;1;-0,6;158,5;100;0;99,2;12,9;12,8;11,7;1,7;3;13,9;79,2;1,4;2,5;10,2;1000,2;0;0
24.10.2023;73,9;96,3;10,7;10,6;11,7;0,8;0;0;0;1;0;1;12,7;68;100;1,9;98,1;12,7;12;12;1,7;2,8;16,6;91,9;9,1;9,3;11,4;394,8;13,2;0
25.10.2023;82;90,4;10,2;10,4;11,6;2;0;0;0;1;0;1;8;257;100;4,8;100;15,7;15,3;11,9;4,3;7,2;13,7;69,8;4,3;4,8;11,1;1405,7;9;2
26.10.2023;82,1;91,7;10,3;10,5;11,7;1,1;0;0;0;1;0;1;5;340,9;100;2;98;15,3;13,5;12;2,3;3,9;14,7;82,4;5,6;7,3;11,3;937,7;5,6;0
27.10.2023;72,8;89,9;10;10;11,9;2;0;0;0;1;0;1;3,3;461,6;100;1;97,6;14,4;12,9;12,1;4,6;7,5;13,7;76,3;7,5;8,6;11,7;1869,1;4,1;4
28.10.2023;47,4;80,9;10,1;10,5;11,6;2;0;0;0;1;0;1;-0,7;336,6;100;0,3;93,8;14,4;13,3;11,8;3,7;6,3;12,1;66,7;7;8,2;11,3;1463,9;0,3;3
29.10.2023;18,5;76,7;11,5;12,2;11,5;1,4;0;0;0;0;0;1;-1,4;255,5;51,9;0;95,1;19,7;19,4;12;3,4;5,6;9,3;42,3;5,6;7,6;11,1;1174,7;0;2
30.10.2023;58,1;89,1;12,1;12,1;12,1;1,2;0;0;0;1;0;1;6,8;281;100;2,5;97,5;15,4;14,5;12,4;2,4;4,1;12,3;74,6;8;9,5;11,8;1385,4;7,5;3
31.10.2023;96,4;88,9;9,9;9,9;12;2;0;0;0;1;0;1;0,4;268;100;0,7;95,1;12,7;11,9;12,3;3;5,5;84;78;7,3;8,1;11,8;1239,9;1,1;2
01.11.2023;39,4;75,9;10,1;10,7;11,6;1,4;0;0;0;0;0;1;-0,9;398,8;84,6;0;95,8;16,7;15;12;4,4;7,1;9,1;61,3;4,9;6,3;11,2;2012;0;6
02.11.2023;72,4;87,8;7,3;8;10,9;1,7;0;0;0;1;0;1;5,9;91,2;100;2;95,2;10,1;10;11,6;4,1;6,8;15,4;81;2,9;5,3;10,7;403,1;6,5;0
03.11.2023;50,6;88,2;5;5,6;10;1,6;0;0;0;0;0;1;-0,5;181,8;86,3;0,1;96,4;8,9;8,2;10,6;3,6;5,7;11;75,5;0,7;3,1;9,7;899,2;0,1;1
04.11.2023;53,4;82,8;5,7;6,4;9,1;2,6;0;0;0;1;0;1;-0,2;290,5;97,5;0,4;95,7;10,3;9,6;9,6;5,8;9,8;10,7;67,3;-0,1;2,1;8,7;1189,5;0,7;2
05.11.2023;41,6;80;9;9,5;9,5;4,1;0;0;0;1;0;1;3,3;308,1;97,9;1,2;90,8;12,1;11,5;9,8;7,3;11,2;10,6;65,3;6,4;7,3;9,2;1354,4;4,5;3
06.11.2023;63,4;83;8,5;8,9;9,7;2,6;0;0;0;1;0;1;0,1;362,7;100;0,5;92,5;12,7;11,7;10;4,8;8;10,4;68,7;5,2;6,7;9,4;1520,3;1;4
07.11.2023;45,1;85;5,8;6,5;9,2;2,2;0;0;0;0;0;1;-0,7;267,3;92,4;0;96,1;11;10,2;9,7;4,8;8;10,5;71,6;1,3;3,4;8,8;1570,2;0;4
08.11.2023;14,7;81,3;5,4;6,5;8,8;1,8;0;0;0;0;0;1;-0,7;374,8;34,6;0;92,2;12,3;10,4;9,3;4,1;6,9;10,2;65,6;0,5;3,9;8,4;2017;0;7
09.11.2023;14,8;79,6;5,8;6,9;8,2;2,5;0;0;0;0;0;1;-0,9;268,4;49,3;0,1;87,5;12;11,4;8,6;6,2;9,7;10;66,8;0;3,1;7,7;978,2;0,1;2
10.11.2023;56,5;82,8;6,7;6,8;8,6;2,4;0;0;0;1;0;1;1,6;333,6;100;1,1;91,5;9,6;8,5;8,8;3,8;6,5;10,7;71,3;4,8;5,8;8,4;1326,6;2,3;3
11.11.2023;36,8;83,8;5;5,2;8,2;2,9;0;0;0;1;0;1;0,9;272;84;0,5;91,2;8,3;7,5;8,5;5,5;9,7;10,6;67,2;1,2;2,9;7,8;1245;1,7;3
12.11.2023;59,2;92;3,6;3,4;7,5;1,1;0;0;0;1;0;0;6,7;168,1;100;2,2;98,6;7,4;6,5;7,7;2,4;4;11,2;78,4;-0,2;0,6;7,1;884,4;7,1;1
13.11.2023;73,4;94;10,4;10,4;8,3;2,8;0;0;0;1;0;1;6,2;69,1;100;1,2;99,5;13,6;13,9;9,5;5,3;9,1;17,8;86,7;4,9;4,4;7,5;370,2;6,8;0
14.11.2023;28,9;85,4;9,2;9,6;9,4;2,5;0;0;0;1;0;1;2,6;92;94,3;2,6;95,3;10,8;11;9,7;5,1;8,1;11;75,3;6,9;8,5;9,2;475,1;3,4;0
15.11.2023;43,8;84;8,6;8,7;9,3;3,1;0;0;0;1;0;1;1,1;364,6;93;1,6;94;12,1;11,1;9,5;5,8;9,3;10,6;72,4;6;6,9;9,1;1547,1;1,9;5
16.11.2023;49,4;92,1;6,6;6,5;8,7;1,6;0;0;0;1;0;1;31,7;121,5;100;5,2;99,5;8,8;8;9;3;4,4;11,4;82,9;5;5,4;7,6;536,6;32,2;0
17.11.2023;100;94,6;4,6;4,4;7,2;2,3;0;0;0;1;0;0;10,1;128,5;100;2,3;99,1;6,5;5,7;7,5;4,3;6,7;100;89,8;2;2,8;7;591,4;10,5;0
18.11.2023;96,4;89,6;5,2;5;7,1;1,3;0;0;0;1;0;1;1;194,5;100;0,8;98,3;7,9;7,3;7,5;2;3,4;79,5;78;1,3;2,2;6,8;976,2;1,4;2
19.11.2023;57,8;86;10,6;10,8;8,3;2,8;0;0;0;1;0;1;8,4;358;100;2,6;96,9;15;14,2;9;4,5;7,6;10,4;68,4;7;6,9;7,5;1238,2;9,3;4
20.11.2023;37,6;81,5;8,8;9;8,6;2,4;0;0;0;1;0;1;2,4;359,4;100;1,5;94,6;12;11;9;4,9;8,1;10,5;71,7;6,2;6,8;8,4;1464,9;3;5
21.11.2023;100;94,8;7,2;6,9;8,6;1,5;0;0;0;1;0;1;1,6;149,4;100;1,4;96,6;9;8;8,8;2,5;3,8;100;90,3;5,7;6,2;8,4;638;2;1
22.11.2023;88,1;88,5;2,2;1,7;7,8;2;1;0;0;1;0;0;0,3;89;100;0,5;96,9;6,7;6,4;8,6;3,7;6,1;43,3;80,8;-1,6;-1;7,1;316,1;0,8;0
23.11.2023;39,3;88,6;2,8;2,8;6,4;2;1;0;0;0;0;0;-0,4;142,8;82;0;95,2;6,6;6,5;6,9;3,6;5,4;11,7;82,9;-2,6;-1,4;5,8;818,2;0;2
24.11.2023;65,7;90,2;4,6;4,4;6,7;4,1;0;0;0;1;0;0;14,3;218,5;100;4,9;97;7,6;6,9;6,9;5,5;9,5;11,7;80,5;1,4;1,7;6;659,7;14,9;1
25.11.2023;38,1;88,3;2;1,7;5,5;3,9;1;0;0;1;0;0;2,1;250;88;1;93,2;4,5;3,4;5,9;5,5;9,1;11,2;78,6;-0,2;0;5,3;917;2,6;2
26.11.2023;48,3;90;2,3;2,1;5,4;2,1;1;0;0;1;0;0;-0,2;300,3;85,3;0,2;97;5,1;4,2;5,6;4,8;7,7;11,8;76,9;-0,5;-0,4;5,1;1046,1;0,2;3
27.11.2023;37,1;88,2;1,9;1,9;5,3;2,2;0;0;0;1;0;0;1,4;122,3;87,6;0,7;95,3;4,7;4;5,5;4,2;6,9;10,7;71,2;-0,5;0,2;5,1;468,7;2;0
28.11.2023;66,4;92,6;0,9;0,6;4,9;3,4;1;0;0;1;0;0;4,1;87,1;99,5;1,3;95,6;3,8;3,5;5,2;5,3;7,8;16,9;88,1;-2;-2,2;4,4;292,3;4,5;0
29.11.2023;43,7;85;-0,7;-0,4;4;1,5;1;0;0;0;0;0;-0,2;214,4;87,1;0,1;96;2,6;1,9;4,4;4,1;6,5;16,2;73,7;-4,4;-3,4;3,8;816,3;0,1;2
30.11.2023;19,3;92,5;-0,5;-0,4;3,7;0,5;1;0;0;0;0;0;-0,3;101,5;37,8;0;96,6;2,1;1,5;4;0,7;1,2;12,5;84,9;-3,4;-3;3,4;404,7;0;0
01.12.2023;89,1;98,7;0,3;-0,1;4;1,3;1;0;0;1;0;0;6,9;48,8;100;1,5;99,9;0,9;0,9;4,1;2,7;4,4;12,7;96,3;-0,4;-1;3,9;240,1;7,2;0
02.12.2023;80,9;95,8;-2,6;-3,3;3,6;2,8;1;0;1;0;0;0;-0,2;64,6;81,1;0;99,8;-0,6;-1,2;3,9;3,9;5,8;80,8;91,8;-4,6;-5,2;3,5;282,1;0;0
03.12.2023;63,7;89,5;-6,5;-4,9;3,2;1;1;0;1;1;0;0;10,1;408,4;87,1;5,9;97,5;-0,4;-1,5;3,5;1,9;2,9;33,1;77,2;-13,7;-8,6;2,8;2141,8;10,2;11
04.12.2023;39,6;93,3;-5;-4,5;2,5;0,9;1;0;0;0;0;0;-0,2;115,8;88,5;0;96,5;0,7;0,5;2,8;1,8;2,9;33,4;85,2;-11,8;-8,4;2,4;547,1;0;0
05.12.2023;53,8;85,6;2,9;3,4;2,8;2,7;0;0;0;1;0;0;1,9;345;95,2;1,2;93,7;5,5;5,8;3,2;4;6,5;11;75,2;0,5;0,4;2,6;1673,8;2,2;8
06.12.2023;63,9;89,5;2,5;2,4;3,5;2,3;0;0;0;1;0;0;0,1;48,4;100;0,3;92;3,4;3,2;3,7;4,1;6,4;11,8;85;0,4;0,9;3,2;243,7;0,6;0
07.12.2023;24,9;81,9;0,3;0,5;3,2;1;1;0;0;0;0;0;-0,1;335,7;89,6;0;96,9;5;4;3,6;2;3,3;7,6;57,1;-3,6;-2,3;2,9;1697,3;0;8
08.12.2023;78;92;2,8;2,6;3,2;0,8;1;0;0;1;0;0;2,8;81,8;100;1,3;97,8;6,1;5,8;4;1,3;2,5;7,6;81,8;-1,1;-0,9;2,8;322,7;3,2;0
09.12.2023;100;92,9;5,3;5,4;4,4;1,9;0;0;0;1;0;1;7;148,6;100;2,9;98,4;7,6;7,7;5;4,3;6,7;100;84,1;3;4;4;617,6;7,4;1
10.12.2023;41,1;75,4;7,5;7,8;5,4;3,7;0;0;0;1;0;1;1;209,7;100;1;90,1;8,5;8,9;5,6;6,1;10,1;9,9;55,6;6,2;6,3;5,1;679,1;2,2;1
11.12.2023;55,8;83;8,2;8,7;6;2,4;0;0;0;1;0;1;-0,2;215,9;100;0,3;94;11,5;11,4;6,5;5,6;8,7;10,5;65,9;5,9;6,6;5,6;723,6;0,6;2
12.12.2023;60,8;94;6,7;7,1;6,1;1;0;0;0;1;0;1;12,8;66,7;100;3,2;98,5;9,1;9,2;6,6;3;5,4;11,8;86,5;3,9;5;5,7;294,6;13,2;0
13.12.2023;100;94,5;6,4;6,3;6,5;1,3;0;0;0;1;0;1;13,4;293,5;100;3,3;98,4;10,2;8,9;6,8;2,8;4,8;100;87,4;4,1;4,2;6,2;816,6;13,6;2
14.12.2023;100;95,2;5,4;5,1;6,3;1,8;0;0;0;1;0;1;7;229;100;2,1;98,2;8,6;7,6;6,6;3,2;4,9;100;84,1;3,5;3;6,2;629,4;7,3;1
15.12.2023;100;94,1;4,2;3,9;5,9;1,4;0;0;0;1;0;0;1,3;153;100;0,8;97,9;6,4;5,8;6,2;2,9;4,4;100;85,5;2;1,9;5,6;595,9;1,6;1
16.12.2023;100;95,2;3,1;3,1;5,8;0,7;1;0;0;0;0;0;-0,2;130,2;100;0,1;99,4;6,7;5,8;6,2;1,1;1,5;100;81,5;-1,2;-0,5;5,3;565;0,1;1
17.12.2023;86,9;94,2;0,7;1;4,4;0,6;1;0;0;0;0;0;0;313,6;100;0;99,9;9,3;6,9;5,2;1,1;1,7;63,8;80;-2,9;-2,6;3,9;1635;0;8
18.12.2023;89,7;90,5;0,8;1,4;3,5;0,6;1;0;0;0;0;0;0,1;315,5;100;0,1;99,5;10,2;8,8;4;1,1;1,7;65,8;67,2;-3,5;-2,9;3,2;1734,6;0,1;9
19.12.2023;87,6;91;0,2;0,6;3;1;1;0;0;0;0;0;-0,1;296,6;100;0;98,2;4,7;5,1;3,4;2,5;4;59,1;83;-3,4;-2,2;2,7;1132,6;0;5
20.12.2023;65;87;4,6;4,4;4;3,4;0;0;0;1;0;0;3,3;271,5;100;1,7;97;6;5,7;4,4;4,7;7,6;11,8;75,2;3,6;3,7;3,3;704,8;3,8;2
21.12.2023;26,5;87;6,6;6,6;4,7;5,8;0;0;0;1;0;1;1,3;53;100;1,2;94,5;8,4;8,8;5,6;7,9;12,7;11,6;75,3;4,3;4,3;4,1;233,9;2,2;0
22.12.2023;47;83,2;7,2;7,3;5,6;6,5;0;0;0;1;0;1;5,6;43,4;97,1;3,5;92;8,5;8,7;6;7,7;12,7;11,3;75,2;6;6;5,4;181,2;6,6;0
23.12.2023;16;82,7;7,3;7,3;6;5,4;0;0;0;1;0;1;-0,1;56,4;61,4;0,6;87,9;8;7,9;6,1;6,9;11,5;11,1;78,2;6,8;6,8;5,9;302,1;0,9;0
24.12.2023;11,1;79,2;8,6;8,6;6,3;5,6;0;0;0;0;0;1;-1,4;118,3;11,9;0;83,5;10;10,2;6,7;7,3;11,7;10,5;68,2;7,3;7,3;5,9;430;0;0
25.12.2023;10,3;69,6;8,9;9;6,6;3,6;0;0;0;0;0;1;-1,2;324,3;10,8;0;79;11,4;10,3;6,9;5,3;8,8;9,9;59,2;7,2;7,6;6,1;1108,7;0;5
26.12.2023;11,1;80,6;7,3;7,4;6,4;2,5;0;0;0;0;0;1;-0,7;121,1;12,1;0;87;9;8,6;6,6;4,4;6,9;10,6;76,1;5;5,9;6,1;539,8;0;0
27.12.2023;21;81,9;5,1;6,1;6,2;0,9;0;0;0;0;0;1;-0,2;295,4;76,6;0;97,5;11;10,2;6,5;1,8;3;9,6;60,2;0,8;3,5;5,7;1187,7;0;5
28.12.2023;10,5;68,1;7,5;8,5;5,5;2;0;0;0;0;0;1;-1,1;71,1;12,9;0;87,4;10,5;10,3;6,2;3,6;5,9;9,1;48,6;1,8;5,4;4,9;281,9;0;0
29.12.2023;24,2;80,9;8,3;8,6;6,5;2,8;0;0;0;1;0;1;-0,5;280,9;83,1;0,1;92,7;11,6;11,1;7,1;4,4;7,5;10,4;67,4;5,2;6,3;6,2;1070,3;0,2;4
30.12.2023;22,1;82,9;6,8;7,4;6,5;1,9;0;0;0;1;0;1;-0,2;303,3;75,6;0,2;94,8;11,2;10,1;6,9;3,7;6,1;10;68;1,4;3,6;6,2;1210,3;0,2;5
31.12.2023;79,4;88,8;3,5;4,2;5,5;1,7;0;0;0;1;0;0;1;138,1;100;0,9;97;7,1;6,9;6,2;4,2;6,8;11,3;81,8;-0,2;1,5;5,1;441,3;1,4;0
01.01.2024;24,2;77,7;5;5,1;5,2;2,9;0;0;0;0;0;1;-0,7;222,7;66;0;86,9;7,7;7;5,4;5,3;10,5;10,4;67,2;2,5;3,3;4,8;1157,1;0;4
02.01.2024;13,7;85;7,1;7,2;5,6;4,6;0;0;0;1;0;1;1,8;132,2;25,8;0,6;91,7;9,2;9,4;6,4;6,5;12,4;10,6;73,8;5,3;5,4;5,1;459;2,7;0
03.01.2024;17,7;82,2;8,2;8,4;6,5;5,3;0;0;0;1;0;1;3,8;194,8;72,4;2,1;91,6;10;9,8;6,8;7,1;14,9;11;75,7;7;7,2;6,3;787,8;4,7;1
04.01.2024;24,1;85,8;5,7;6,1;6,2;3,2;0;0;0;1;0;1;3,4;249,5;86,2;1,8;94,8;8,6;8;6,5;5,3;10,9;10,6;73,8;1,4;3,1;5,8;1157,2;3,9;4
05.01.2024;18,3;86,5;4,4;5,2;5,4;1;0;0;0;0;0;1;-0,4;113,7;54,8;0;95,3;8,2;7,9;5,8;1,8;3,4;10,8;76,4;1,1;2,5;5,1;544,9;0;0
06.01.2024;23,1;91,2;3,8;3,7;5,4;1,4;0;0;0;0;0;0;-0,4;94,1;80,2;0;97,2;5,2;4,6;5,6;2,6;4,5;11,8;82,7;2,1;2,7;5,2;371,9;0;0
07.01.2024;53,8;92,7;1,3;0,8;4,9;2,9;1;0;0;1;0;0;0,6;43,6;100;0,5;95,9;3,9;3,6;5,4;3,6;6,9;13;86,4;-3;-3,7;3,9;156,5;1;0
08.01.2024;11,4;78,4;-3,3;-3,8;3;3,2;1;0;1;0;0;0;-0,4;122,6;13;0;90,6;-2,4;-2,9;3,7;3,7;7,2;10,9;73;-5,7;-5,9;2,5;574,9;0;0
09.01.2024;10,8;69,2;-5;-4,9;2;2,2;1;0;1;1;0;0;-0,2;331;11,6;0,2;85,4;-0,6;-1,1;2,4;3,9;7,2;9,2;51,6;-7,3;-7,3;1,8;1653,4;0,2;7
10.01.2024;11,3;78,1;-3,9;-4,1;1,6;1;1;0;1;0;0;0;-0,1;322,7;14,4;0;91,1;1,3;-0,1;1,7;1,6;3,4;9,5;69,8;-7;-6,7;1,5;1675,3;0;7
11.01.2024;15,3;87,7;-4,7;-4,7;1,3;1;1;0;1;0;0;0;-0,1;325,4;19,1;0;95,8;1;-0,3;1,5;1,8;3,3;10,5;71,9;-8,2;-7,9;1,2;1690,7;0;7
12.01.2024;16,6;91,5;-5;-5,4;1,1;1,2;1;0;1;0;0;0;-0,1;316,5;19,2;0;97,5;0,5;-1,4;1,2;2,6;4,7;12,5;77,2;-8,9;-8,8;1;1638,5;0;7
13.01.2024;15;96,1;-3,9;-4,7;1;1,4;1;0;1;0;0;0;-0,2;65,2;16,4;0;97,7;-2,9;-3,7;1;2,4;4,2;13;90,9;-4,6;-5,5;0,9;344,8;0;0
14.01.2024;12,6;87,2;-2,9;-3,7;0,9;1,6;1;0;0;0;0;0;-0,3;361,9;14,7;0;95,9;2,8;1,2;0,9;3,9;6,4;9,7;65,2;-5;-5,7;0,9;1619,5;0;6
15.01.2024;12;82,3;-1,4;-1,4;0,8;3,5;1;0;0;0;0;0;-0,6;91,9;13,3;0;95,3;0,7;0,2;0,9;5,1;9,8;11;71,8;-2,7;-2,8;0,8;449,2;0;0
16.01.2024;11,4;76,3;-3,7;-3,1;0,8;1,4;1;0;0;0;0;0;-0,2;352,7;13,8;0,1;89,5;3,3;1,3;0,8;3,4;6,5;8,5;56,4;-8,5;-7;0,7;1734,4;0,1;7
17.01.2024;68,4;92,5;1,8;1,8;0,7;1,6;1;0;0;1;0;0;6,9;129,1;100;3,3;98,1;8,5;9,4;0,7;4,3;8,5;13,2;86,9;-6,3;-6,2;0,5;499,2;7,3;0
18.01.2024;85,1;94,8;2,2;2,1;0,7;2,9;1;0;0;1;0;0;7,4;53,7;100;2,1;98,1;7,9;8,5;0,7;4,4;8,2;54,4;90,4;-2,2;-2,5;0,6;268,1;7,8;0
19.01.2024;82;90,3;-1,6;-2,2;0,8;1,1;1;0;0;1;0;0;3;436,1;100;2,7;95,8;2,3;0,6;0,8;2;4,5;74,3;76,3;-3;-3,6;0,7;1784;3,1;7
20.01.2024;49,3;89,8;-3,1;-3,7;0,8;1,2;1;0;1;0;0;0;-0,2;378,8;84,1;0;96;1,3;-0,1;0,9;2,1;4,1;18,5;76,1;-5,9;-5,5;0,8;1794,6;0;7
21.01.2024;27,6;75,2;-1,4;-1,1;0,8;1,1;1;0;0;0;0;0;-0,4;290,1;77,8;0;91,8;6,3;5,3;0,9;1,7;3,5;10,6;57,4;-7,5;-6,7;0,8;1416,2;0;4
22.01.2024;31,1;76,3;4,8;5,6;1;2,9;0;0;0;1;0;1;2;112,9;100;1,2;94,4;10,1;10,5;1,5;5,5;10,4;10,2;58,3;-1,3;0,5;0,8;519,3;3,1;0
23.01.2024;52,2;84,3;5,4;5,4;2,3;3;0;0;0;1;0;1;2,4;389,5;99,2;1,3;93,4;8,4;7,4;3;4,9;9,1;10,9;70,8;2,6;2,9;1,6;1240,5;3,1;3
24.01.2024;11,4;76,1;9,7;10;4,3;4,1;0;0;0;0;0;1;-1,3;161,1;15,6;0;86,5;12,1;11,9;5,4;6,7;12,5;10,2;67,2;6,9;7,4;3;748;0;0
25.01.2024;10,8;78,5;8,7;8,5;5,2;2;0;0;0;0;0;1;-0,6;416,3;13,1;0;95,3;12,7;10,7;5,7;5,4;8,7;9;62,8;4,6;5,9;4,7;1979,6;0;7
26.01.2024;19,1;86,6;7,7;7,9;5,7;2,6;0;0;0;1;0;1;0,6;108,9;65,5;1,2;95,1;10,9;10,6;6,3;4,4;9,6;11;79,8;1,4;2,4;5,4;567,5;1,3;0
27.01.2024;34,4;83,9;1,8;1,8;4,2;0,9;1;0;0;0;0;0;-0,2;410,2;84,3;0,1;96,6;9;7,2;5,4;1,8;3,4;8,8;60,8;-1,9;-1,8;3,6;2368,7;0,1;9
28.01.2024;25,9;79,3;1,9;2,1;3;0,7;1;0;0;0;0;0;-0,4;408,8;84;0;97,3;11,6;10,7;3,5;1,2;2,7;7,5;44,8;-3,6;-3,3;2,5;2382,7;0;9
29.01.2024;17,7;77,1;2,7;3,2;2,7;0,7;1;0;0;0;0;0;-0,4;394,8;61,6;0;96,1;12,3;11,4;3,4;1,3;2,7;7,7;50,1;-3;-2,8;2,1;2151,4;0;8
30.01.2024;25,2;81,4;4,1;4,6;3;0,6;1;0;0;0;0;0;-0,5;235,7;75,7;0;96;13;12,2;3,9;1,3;2,6;8,8;53,2;-1,4;-1,1;2,3;1466,8;0;4
31.01.2024;15,9;87,8;6,6;6,7;4,3;0,8;0;0;0;0;0;1;-0,5;176;47,6;0;95,9;10;9,3;5,1;1,6;3,4;10,4;78,8;4,5;5,1;3,8;882;0;0
01.02.2024;68,9;90,8;6,4;6,6;5,1;2;0;0;0;1;0;1;3,3;125,3;100;1,4;98,2;9,1;8,5;5,6;3,3;7,8;11,1;76,3;2;2,7;4,8;463,8;3,9;0
02.02.2024;62,5;81,4;5,6;5,7;4,7;2;0;0;0;1;0;1;0,6;428,1;100;1,3;96,6;10,5;9,7;5,4;4,2;6,8;10,3;65,9;1;1,4;4,1;1622,6;1,3;4
03.02.2024;11,6;80,4;5,4;5,6;4,5;1,4;0;0;0;0;0;1;-0,7;244,2;18,1;0;91,3;10,4;9,3;5,3;2,6;5;10,1;66,6;-0,3;0,4;3,7;1311,2;0;2
04.02.2024;11,2;82,9;7,4;7,3;5,4;3,1;0;0;0;0;0;1;-0,9;370,5;13,7;0;90,7;11,7;10,5;6,2;4,9;9,5;10,1;74,2;4,4;5,1;4,9;1565,2;0;4
05.02.2024;10,9;76,7;7,6;7,7;5,7;2,2;0;0;0;0;0;1;-1;450,6;13,1;0;90,9;12,7;12,1;6,5;3,9;7,2;9,2;60;4,3;4,9;5,3;2458,6;0;8
06.02.2024;31,6;84,6;4,6;4,6;5;2,6;0;0;0;0;0;0;-0,7;217,6;83,2;0;98,7;9;8,2;5,4;4,5;8,7;10,2;70,8;-0,5;0,1;4,3;1137,7;0;1
07.02.2024;14,2;80;7,6;7,6;5,4;4,7;0;0;0;1;0;1;-0,8;320,1;83,2;0,2;89,7;10;9,5;6,1;7,7;12,6;10,5;75,7;4,8;4,9;4,8;1083,7;0,2;1
08.02.2024;35,8;85,2;9,6;9,6;6,6;3,2;0;0;0;1;0;1;1,7;179,3;90,8;1,5;95,1;11,9;11,8;7,3;5,2;9,7;10,9;75,3;7,6;7,5;6;1056,1;2,6;1
09.02.2024;72,2;85,3;9,9;10;7,2;1,7;0;0;0;1;0;1;2,1;220,4;100;0,6;97,8;12,9;12,8;7,7;3,5;6,9;10,2;69,2;7,7;7,6;6,8;898;2,9;0
10.02.2024;100;97,3;8,1;7,8;7,4;1;0;0;0;1;0;1;0,8;295,7;100;0,8;100;11,6;10,8;7,8;1,9;3,8;100;85;6,5;6,4;7;1058,1;1,3;1
11.02.2024;74,6;89,4;6,9;6,6;7,2;2,2;0;0;0;1;0;1;10,9;265,3;100;2,9;99,3;9,5;8,6;7,5;4;8;13,5;74,4;4,7;4,3;6,8;1514,3;11,6;3
12.02.2024;16,1;84,3;5,9;5,9;6,4;1,8;0;0;0;0;0;1;-0,7;123,9;56,7;0,1;92,4;8,4;7,9;6,7;3,2;5,6;11;71,6;4,2;4,4;6;819,7;0,1;0
13.02.2024;12,5;80,4;5,1;5;5,9;1,6;0;0;0;0;0;1;-0,9;489,4;19;0;94,1;11,6;9,6;6,8;3,4;6,3;8,9;56,5;0,7;1,4;5,2;2631,8;0;8
14.02.2024;37,7;82,6;7,6;7,5;6,1;1,6;0;0;0;0;0;1;-0,8;440,7;87,7;0;94,8;13,2;12,4;7,4;4,5;7,6;10,2;72,4;0;0,5;5,1;1854;0;4
15.02.2024;11,2;78,5;10,6;10,8;7,7;1;0;0;0;0;0;1;-0,9;474,4;15,5;0;91;16,1;15,3;8,9;1,7;4,2;8,3;60,9;6,4;7,4;6,7;2568,6;0;7
16.02.2024;19,3;77,9;11,6;11,7;8,3;1,2;0;0;0;1;0;1;0,3;400,8;100;1;94,6;17,6;16,5;9,3;3,3;6,2;8,2;57,1;6,7;7,3;7,4;1906,8;1,4;4
