Tag;AVG_LWET200;AVG_RH200;AVG_TA020;AVG_TA200;AVG_TB005;AVG_WV200;DFROST;DHOT;DICE;DRAIN;DSUMM;DVEG;KWB;MAX_GS200;MAX_LWET200;MAX_NN050;MAX_RH200;MAX_TA020;MAX_TA200;MAX_TB005;MAX_WV200;MAX_WV200max;MIN_LWET200;MIN_RH200;MIN_TA020;MIN_TA200;MIN_TB005;SUM_GS200;SUM_NN050;SUM_SOH
17.02.2024;94,7;86,9;9,6;9,3;9,1;1,6;0;0;0;1;0;1;0,6;461,6;100;0,5;97,5;13,3;11,7;9,8;2,7;6;86;68,4;4,3;4,6;8,6;2472;1,5;6
18.02.2024;77,1;85,3;7,9;7,6;8;1,4;0;0;0;1;0;1;1,5;360,4;100;0,9;98,7;12,9;12;8,7;2,7;5,6;10,7;63,1;2;2,2;7,1;2047,4;2,4;4
19.02.2024;96,1;84,8;8,2;8;8;2,7;0;0;0;1;0;1;0,6;185,5;100;0,7;97,1;10;9,6;8,3;3,8;7,1;87,3;70;7,3;7,2;7,8;924,9;1,5;0
20.02.2024;64,5;82;6,8;6,6;7,7;2,3;0;0;0;1;0;1;-0,2;405,4;100;0,4;92,5;10,4;9;8,2;3,7;6,6;10;66;3,9;4,4;7,2;2100,2;0,8;4
21.02.2024;11,6;69,1;7,8;7,8;7,2;1,5;0;0;0;0;0;1;-1,2;389,8;20,5;0;88,8;12;11,3;8;2,9;6,8;8,6;48,2;3;3,7;6,5;2114,1;0;4
22.02.2024;43,7;80,8;9,5;9,4;7,8;4,8;0;0;0;1;0;1;3,5;205,1;86,2;1,1;90,4;11,2;11,8;8,2;6,3;12,3;8,8;48,6;8,1;8;7,4;790,3;5,4;0
23.02.2024;18,4;78,5;4,6;4,5;6,9;2;0;0;0;1;0;0;1,9;239,6;83,6;2,8;89,5;7,5;6,7;8;5,8;12,3;9,9;67,4;0,5;1,6;6,3;1472,8;2,8;1
24.02.2024;13,9;78,6;4;3,9;5,8;2,2;0;0;0;0;0;0;-1,2;490,5;55,1;0;96,2;9,5;8,3;6,6;4;8,2;8,7;53,7;0,1;0,8;5;2671,1;0;6
25.02.2024;41,1;73,1;4,4;4,6;5,4;1,4;1;0;0;0;0;0;-1,2;595,3;85,6;0;96,3;12,2;10,6;6,8;4;7;7;45,5;-1,5;-1,2;4,2;3240,9;0;8
26.02.2024;13,8;68,9;8,2;8;6,4;1,3;0;0;0;0;0;1;-1,2;313,7;58,3;0;85,4;13,4;12,7;7,6;2,1;4,2;7,7;53;4,4;4,6;5,6;1826,8;0;2
27.02.2024;10,8;80,8;7,3;7;7;1,9;0;0;0;0;0;1;-1;293,1;16,3;0;85,5;9,3;8,3;7,5;3,5;5,9;10;73,3;6;5,7;6,6;1447,2;0;1
28.02.2024;11,4;86,8;5,6;5,2;6,7;1,2;0;0;0;0;0;1;-0,6;100,4;19,5;0;92,5;6,7;6,4;6,9;2,2;3,9;10,6;83,4;2,2;3;6,5;589,4;0;0
29.02.2024;44,5;85,7;4,4;4,1;6,2;1;1;0;0;0;0;0;-1,1;571;86,4;0;98,6;12,5;10,9;7,8;2,1;4,5;7,6;62,6;-2,5;-2,7;4,8;3619,6;0;9
01.03.2024;89,1;91,4;5,6;5,4;6,4;1;0;0;0;1;0;1;0,1;270,4;100;0,3;97,1;10,2;9,5;7,3;2,5;4,4;65,9;79,2;1,4;1,7;5,6;1370,1;0,8;1
02.03.2024;55,2;78,3;7,9;7,9;6,9;1,4;0;0;0;0;0;1;-1,5;598,8;100;0;97,9;16,1;14,7;8,6;2,8;5,2;6,7;46,2;0,6;1,4;5,4;3631,8;0;9
03.03.2024;26,9;72,7;8,8;9,2;7,6;1;0;0;0;0;0;1;-1,6;576,9;82,4;0;97,5;17,4;16,8;9;2,7;5,1;5,8;31,1;3,3;3,9;6,4;2865,3;0;6
04.03.2024;12,1;91,6;6,5;6,4;7,2;1,4;0;0;0;0;0;1;-0,6;77,2;13,6;0;95,5;8,2;7,6;7,7;2,3;4,6;11,4;82,3;3,5;3,9;6,7;541,8;0;0
05.03.2024;85;95;6,2;5,9;7,2;0,8;0;0;0;1;0;1;1,2;101,9;100;0,8;99;7,6;7,2;7,4;1,8;3,8;12,2;84,6;3,4;3,3;6,9;471,5;1,7;0
06.03.2024;100;96,7;5,3;4,9;6,6;2,2;0;0;0;1;0;0;5,4;89;100;0,8;99,1;6,3;5,8;6,8;3,3;5,4;100;94,1;3,6;3,3;6,3;654;5,9;0
07.03.2024;95,6;84,1;4,5;4;6,3;1,6;0;0;0;0;0;0;-0,8;350,4;100;0;94;6,9;6,3;6,9;2,4;5,6;86,6;73,1;0,7;0,6;5,6;1747,6;0;2
08.03.2024;57,2;79,7;3,8;3,6;5,8;2;1;0;0;0;0;0;-1,2;556,1;87,5;0;91,4;9,3;8,8;7;3;5,7;8,8;64,7;-0,6;-0,2;4,7;2913,3;0;5
09.03.2024;10,2;70;7,7;7,5;6,4;1,5;0;0;0;0;0;1;-1,8;645,3;14,3;0;93,2;15,6;14,5;8,3;2,9;5,9;6,5;41,6;0,4;0,6;4,9;3986,2;0;9
10.03.2024;27,2;73,1;7,4;7,5;6,9;1,7;0;0;0;1;0;1;1,2;250,2;100;1,3;93,7;11,8;11,4;7,5;4;7,8;8,2;52,2;4,2;5,1;6,2;1497,6;2,5;1
11.03.2024;46;78,9;7,5;7,4;7,2;1,7;0;0;0;0;0;1;-1,6;687,5;98,2;0;93,5;13,5;12,3;8,6;3,3;6,2;7,9;55,6;2,3;3,3;5,9;3792,7;0;8
12.03.2024;25,7;85,7;6;5,9;6,9;2;0;0;0;1;0;1;1,3;211,6;100;1,2;93,7;9,3;8,4;7,5;3,6;6,5;10,6;74,6;1,9;2,8;6,3;1072,8;2,2;0
13.03.2024;100;93,8;8;7,7;7,2;1,4;0;0;0;1;0;1;11,5;221;100;3;99,1;12,1;11,3;8,3;2,7;4,8;100;83,1;4,7;4,3;6,4;1335,7;12,3;0
14.03.2024;96,8;84,4;10,3;10,3;8,6;1;0;0;0;0;0;1;-1,6;567,8;100;0;99,5;17,4;16,3;10,5;1,8;3,7;88;58,8;5,1;5,2;7,2;3451,3;0;7
15.03.2024;48,7;74,6;11,2;11,6;9;2;0;0;0;1;0;1;-0,2;586;100;1,1;92,1;16;15,1;9,9;4,5;8,7;9,2;62,6;6,5;7,7;7,9;2759;1,5;4
16.03.2024;61,5;87;9,6;9,3;9,3;2,9;0;0;0;1;0;1;1,6;611,7;100;2;95,2;13,9;12,7;10,3;6;10,5;9,6;70,7;5,4;5,7;8,5;3042,1;3,1;5
17.03.2024;41,1;81,3;9,1;8,7;9,2;0,8;0;0;0;1;0;1;-1,2;446,5;84,5;0,2;98,9;14,1;13,3;10,3;1,7;4,5;8,3;58,8;4,2;4,3;8;2857,2;0,2;4
18.03.2024;100;96;9;8,7;9,4;0,8;0;0;0;1;0;1;5,9;150,1;100;2,2;98,7;11,8;11,2;9,9;2,1;3,4;100;89,2;7;7,2;9;985,9;6,6;0
19.03.2024;67,1;85,3;9,3;9,1;9,5;0,8;0;0;0;0;0;1;-1,6;671,7;100;0;100;16;15,2;11,3;1,6;3,7;8,7;60,3;2,4;2,3;8;3870,2;0;7
20.03.2024;39,4;73,2;10,9;11;10;0,8;0;0;0;0;0;1;-2,1;632,2;91,6;0;98,3;19,6;18,3;11,9;1,6;4,2;5,8;42,3;3,1;3,6;8,2;4581,3;0;9
21.03.2024;11,5;78,8;10,7;11,1;10,3;2;0;0;0;0;0;1;-1,8;569;21,6;0;90,2;16,5;15,5;11,4;4,6;8,2;8,6;63,3;5,4;6,8;9,3;2939;0;4
22.03.2024;25,4;70,6;11,3;11,5;10,5;1,2;0;0;0;0;0;1;-2,2;691,8;80,3;0;96;19,8;18,4;12,3;2,8;6;6,4;45,7;3,8;4,9;8,9;4426,2;0;9
23.03.2024;42,1;79,6;6,5;6,6;9,6;3,4;0;0;0;1;0;1;3,3;445,4;96,8;1,5;91,8;9,3;9,9;10,9;5,9;12,9;9,4;65,2;2;2;8,4;2664,4;4,8;3
24.03.2024;59,3;84,3;4,4;3,9;7,6;3,8;0;0;0;1;0;0;0,6;490,5;100;1,4;93,4;7,3;6;8,2;6,5;12,6;10,1;70,4;1,9;1,9;7,1;3022,8;1,9;4
25.03.2024;27,7;66,9;6,8;6,4;7,9;2;0;0;0;0;0;1;-2,2;802,4;87,7;0;89,8;12,5;11,1;9,8;3,3;5,6;5,9;39,1;2,7;2,7;6,5;4852,8;0;10
26.03.2024;8,4;61,8;8,8;8,9;8,4;1,4;0;0;0;0;0;1;-2,6;694,2;11,4;0;86,5;18;17,1;10,4;3,4;6,4;4,5;28,6;0,9;1,7;6,7;4679,4;0;9
27.03.2024;41,3;81,9;7,8;7,5;9;2,3;0;0;0;1;0;1;1,6;605,9;100;1,3;93,1;14;12,5;9,9;5,2;8,5;8,5;64,5;4,1;4,7;8,1;2874,8;3,3;4
28.03.2024;53,8;74,6;5,7;5,8;7,9;3,1;0;0;0;1;0;1;-1,6;652;100;0,4;93,2;12;10,8;8,7;7,9;15,4;8;50,8;0,5;0,9;7,1;3661,9;0,4;6
29.03.2024;64,9;73,3;9,3;9,4;8,1;1,1;0;0;0;1;0;1;-0,3;568;100;1,1;91,6;16,3;15,5;9,8;2,1;4,5;9,5;61,6;3,4;4,4;6,9;2622,4;1,3;3
30.03.2024;22,3;63,2;10,9;12,1;8,9;1,5;0;0;0;0;0;1;-1,8;179;85,9;0;91,7;15,4;16,2;9,5;5,3;9,1;7,7;40,9;6,1;6,5;8,3;1533,9;0;0
31.03.2024;11,6;72,9;12,4;12,2;9,8;1,7;0;0;0;0;0;1;-2,5;571,1;29,4;0;95,8;20,1;18,9;11,5;3,5;7,6;5,4;46,3;5,7;6,2;8,4;4009,6;0;7
01.04.2024;24,4;82,4;9,3;9;10;3,2;0;0;0;1;0;1;3,5;372,4;100;1,9;95,8;11,5;11,6;10,6;6,4;12,2;9,4;68,4;6,8;7,1;9,4;2185,6;5;1
02.04.2024;11,3;72,8;8,9;8,7;9,3;3,4;0;0;0;0;0;1;-2,4;731,4;26,8;0;86,1;13,4;11,9;10,4;6,4;12,3;8,3;57,1;5,7;6,1;8,3;4671,8;0;8
03.04.2024;45,8;78,8;9,3;9,1;9,3;2,2;0;0;0;1;0;1;0,2;509,1;100;1,1;91,9;13,5;12,1;10;5,9;11,8;8,4;60,9;4,5;5;8,5;2541,4;1,9;2
04.04.2024;60,8;82,6;11,9;11,8;10,1;3,5;0;0;0;1;0;1;0,8;312,1;100;1,8;91,3;14,1;13,7;10,8;6,5;11,8;9,8;72,4;9,7;9,9;9,4;2594,6;2,6;2
05.04.2024;50;67;15,6;15,8;11,4;1,8;0;0;0;0;0;1;-2,9;699,2;100;0;97,5;21,8;21,1;12,7;4,4;9,1;6,9;42,7;8,7;9;10,1;4150,1;0;7
06.04.2024;7,5;52,2;17,6;18,3;12,7;1,4;0;0;0;0;1;1;-4,1;808,4;11,7;0;85,2;28,6;27,1;14,5;3,4;7;3,4;23,5;7,8;9,5;11;5835,5;0;11
07.04.2024;6,9;52,9;17,6;18,4;13,4;1,1;0;0;0;0;0;1;-3,1;674,6;9,2;0;72,1;24,7;24,2;14,7;2,4;4,5;4,3;38,8;9,9;11,9;12;4360,5;0;7
08.04.2024;6,5;48,9;19,3;20,1;14,2;1,3;0;0;0;0;1;1;-3,8;704,3;9,7;0;78;28,9;27,8;15,5;4,1;9,5;3,4;24;10,8;12,1;12,8;4860,1;0;8
09.04.2024;8,1;66;11,1;11,4;13,1;2,7;0;0;0;0;0;1;-2,4;185,8;9;0;78,8;16,4;17,7;14,5;6,7;11,7;6,8;43;7,5;7,3;11,5;1184,8;0;0
10.04.2024;9,1;66,9;8,8;8,5;11,4;1,5;0;0;0;0;0;1;-2,3;675,3;21;0;92,6;14,3;13,2;12,4;2,7;4,8;5,1;42,9;3,2;3,7;10,5;4573,4;0;7
11.04.2024;15,7;64,5;10,2;9,8;11,4;1,1;0;0;0;0;0;1;-3;822,8;70,8;0;93,5;19,2;17,6;13,1;1,7;4,5;4;35;1;1,3;9,7;6275,8;0;12
12.04.2024;12,1;66,6;12,5;12,5;12;1,1;0;0;0;0;0;1;-3,3;793,8;47,5;0;93,2;22,9;21;13,8;2,4;4,9;4,2;40,2;2,5;3,4;10,3;6280,1;0;12
13.04.2024;14;66,1;15,7;15,9;13,1;1;0;0;0;0;1;1;-3,8;795,3;63,5;0;94,2;27,7;26,1;15;2,3;4,4;3,4;28,5;5,3;6,2;11,2;6361;0;12
14.04.2024;10,8;64,1;16,8;17,5;14;1,4;0;0;0;0;0;1;-3,4;734,3;72,6;0;84,5;24,1;23,8;15,3;3,5;6,4;5,6;45,7;8,5;10,9;12,5;5166,1;0;9
15.04.2024;37,9;71,4;12,9;12,7;13,6;3,5;0;0;0;1;0;1;-1,1;555,4;100;0,6;91,1;17,8;16,6;14,4;8,8;14,9;7;44,3;4,1;3,5;12,3;2561,3;1,6;2
16.04.2024;57,6;74,8;7,3;6,6;11,1;4,6;0;0;0;1;0;1;-1,7;618;100;0,2;91,4;12,5;10,5;12,1;8,2;15,4;7,6;57,2;3,2;3,1;10,6;4621,3;0,6;7
17.04.2024;99,6;88,9;5,3;4,6;10,1;2,4;0;0;0;1;0;0;8,8;469,6;100;1,9;97,3;9,8;8,4;10,5;4,3;8,3;91,1;67;1,6;1,7;9,8;2859,4;10,3;2
18.04.2024;100;91,2;4,6;4;9,4;1,6;0;0;0;1;0;0;4,6;483,7;100;1,6;97,3;10,4;8,3;9,7;3,7;8,3;100;75,5;1,7;2,2;9,1;2830,3;5,9;2
19.04.2024;98,6;89,6;4,3;4;8,3;3,7;0;0;0;1;0;0;10,8;189,2;100;2,5;95,3;5,8;5,2;9,1;6;12,2;87,4;82,5;2,5;2,8;7,3;1507,1;11,7;0
20.04.2024;73,4;82,4;5,3;4,7;7,8;3,5;0;0;0;1;0;0;-1,4;558,5;100;0,2;94,9;10,2;8,5;8,6;4,7;8,6;8,4;60,9;1,4;1,6;7,2;4141,8;0,5;6
21.04.2024;98,8;85,9;4;3,2;7,9;2,8;0;0;0;1;0;0;2,5;602,8;100;1,4;95,9;7;5,8;8,2;3,8;6,9;87,6;67,5;2;1,5;7,5;2704,7;3,8;2
22.04.2024;58,2;71,8;4,4;3,9;7,6;2,1;0;0;0;0;0;0;-1,7;587,8;100;0;88;8,1;7,2;8;3,3;7,3;8,4;51,6;1,1;0,8;7,1;3010,3;0;3
23.04.2024;11,6;71,8;4,3;3,9;7,7;1,7;1;0;0;0;0;0;-2,2;758,7;19,6;0;91,8;10,3;8,5;8,6;3,1;6,7;7,5;51,3;-1,2;-1;6,7;5295,6;0;8
24.04.2024;46,4;79,9;3,2;3;7,5;2,4;1;0;0;1;0;0;-0,5;381,7;100;0,7;92,3;7,6;6,1;8;4,5;9;9,7;67;-1,1;-0,4;7,1;2580,1;0,8;1
25.04.2024;52,9;74,2;5,3;4,7;7,6;2,4;0;0;0;1;0;0;-1,6;668,8;100;0,4;95,1;11,2;8,6;8,6;4,4;7,8;7,7;50,7;-0,4;0,6;6,9;4393,8;0,5;6
26.04.2024;29;76,9;7,9;7,3;8,1;1,9;1;0;0;0;0;1;-2,2;529,3;85;0;95,6;15,9;13,7;9,4;3,8;7,6;7,6;53,8;-0,5;-0,4;7;4185,6;0;5
27.04.2024;31,6;60;13,5;13,1;10,2;1,5;0;0;0;0;0;1;-4,1;894;87;0;96,4;23;20,6;11,9;3,3;7,2;3,7;26,3;4,1;4,6;8,6;7238,3;0;13
28.04.2024;8,4;65;12,6;12,7;10,9;1,4;0;0;0;0;0;1;-2,6;752;10,1;0;78,9;21;18,3;11,8;3,4;6,8;6,2;50;6,6;8,1;10,1;3524,4;0;4
29.04.2024;8,5;69,2;14,5;14,3;11,8;1,4;0;0;0;0;0;1;-3,5;858;11,1;0;90,5;21,9;20,7;13,1;2,6;5,6;5,2;47,7;8,3;8,5;10,7;5898,6;0;10
30.04.2024;16,9;61,4;16,5;16,9;12,8;1,1;0;0;0;0;1;1;-4,4;870,5;80,6;0;95,1;27;26,1;14,3;2;5,7;3,4;25;6,9;7,7;11,4;6959,5;0;12
01.05.2024;7,6;57,2;17,2;17,8;13,5;1,5;0;0;0;0;1;1;-4,5;853,3;14,5;0;89,8;25,6;25,2;14,7;3,6;6,6;3,7;31,2;7,4;8,2;12,1;6689,8;0;11
02.05.2024;35,8;80,9;14;13,8;13,5;2;0;0;0;1;0;1;4,2;634,5;100;2,5;94,9;20,8;19,7;14,1;4,6;9,7;7,4;64,2;8,9;9,8;12,8;3875,1;6,8;4
03.05.2024;36,6;79,2;11,3;10,9;12,9;2,3;0;0;0;0;0;1;-2;376,5;100;0;92,9;14,6;13,3;13,4;3,9;7,4;8,1;63,4;8,8;9,3;12,6;2878,6;0;2
04.05.2024;26,7;68,2;13,3;13;12,7;1,3;0;0;0;0;0;1;-3;633,9;84,6;0;97,7;20,1;18,5;13,6;2,5;5,7;5,7;42,2;5,4;5,7;11,8;4905,8;0;7
05.05.2024;37,3;80,7;14,9;14,4;13,5;2,5;0;0;0;1;0;1;-1,7;802,4;100;0,4;96,1;20,5;18,7;14,4;4,7;9,9;8,1;64,3;11,2;11,7;12,8;4557,6;1,2;6
06.05.2024;99,9;88;13,3;13,2;13,7;1,9;0;0;0;1;0;1;1,7;255,7;100;1,2;97,1;15,6;14,9;13,9;3,5;7,1;96,9;80,1;11,8;12;13,4;1955,2;3,1;0
07.05.2024;45,2;83,9;12,4;12,2;13,3;2;0;0;0;0;0;1;-1,9;459,1;100;0;95;16,3;14,8;13,5;3,6;6,5;9,3;73,6;8,4;9,2;13;3105,6;0;2
08.05.2024;38,7;87,7;10,3;10,2;12,6;1,3;0;0;0;0;0;1;-1,3;373,8;87,1;0;97,4;14;13;13,1;2,6;4,9;9,1;70,7;6,9;7,4;12,4;1711,1;0;0
09.05.2024;37,6;69,7;12,8;12,9;12,6;1,4;0;0;0;0;0;1;-3,7;833,5;100;0;99,2;19,8;19,1;13,6;2,4;6,3;5,4;42,4;4,3;5,2;11,6;6812,9;0;11
10.05.2024;22,7;62,4;14,3;14,5;13;1,3;0;0;0;0;0;1;-4,4;922,2;83,7;0;95,6;23,4;21,8;14,2;2,4;6;3,9;36,2;3,9;5,1;11,7;7923,2;0;14
11.05.2024;9,2;58,6;15,4;16;13,6;1,3;0;0;0;0;0;1;-4,6;882,2;32,7;0;92,2;24,7;23,3;14,8;2,4;5,5;3,6;34,8;5,5;6,7;12,3;7839,4;0;13
12.05.2024;7,7;57,8;16,1;17,2;14;1,3;0;0;0;0;0;1;-4,6;905,8;16,2;0;89,8;24,1;24,3;15;2,7;5,8;3,6;35,5;6,3;7,5;12,7;7498,1;0;13
13.05.2024;66;74;16,8;17,2;14,7;1;0;0;0;1;0;1;2,6;821;100;5,6;94,9;23,6;22,4;15,5;1,7;4,9;5,5;51;11,3;11,9;14;5065,6;5,9;7
14.05.2024;38,4;62,9;17,3;18,2;15;1,7;0;0;0;0;0;1;-5,1;926,3;100;0;98,5;24,6;24,8;16;3;6,4;4,1;36,3;8,6;9,7;13,9;8070,6;0;14
15.05.2024;66,4;84,2;15,1;14,9;14,9;1,4;0;0;0;1;0;1;1,1;467,4;100;1;96,8;19,3;17,2;15,3;2,7;4,6;7,2;57,4;12,5;13,3;14,6;2813;3,3;1
16.05.2024;71,5;78,1;15,1;15,2;14,9;1,6;0;0;0;1;0;1;0,7;813,5;100;3,2;97,5;20,4;19,4;15,5;2,8;6,1;7,2;57,9;8,6;9,2;14,2;6051;4,2;9
17.05.2024;100;95;10,9;10,6;14;3,2;0;0;0;1;0;1;36,6;202,9;100;4,8;97,2;12,7;12,5;15,1;5,1;10,6;100;92,1;10,1;10;13,2;1387;37,6;0
18.05.2024;82,8;83;13,9;13,6;13,5;1,7;0;0;0;1;0;1;10,2;882,7;100;6,5;95,9;21,5;20,2;14,4;3,3;12,1;6;52,6;10,1;10,2;12,9;5232,5;13,6;7
19.05.2024;79;83,8;13,6;13,4;14;1,6;0;0;0;1;0;1;-2,2;712,6;100;0,9;97,8;20,3;18,6;14,6;3,2;5,8;9;60,2;8;8,7;13,3;5359,7;0,9;7
20.05.2024;46,9;74,3;15,8;15,7;14,2;1,2;0;0;0;0;0;1;-4,2;934,3;100;0;99,1;23,9;22,8;15,1;2,9;5,4;4,7;47,9;8,2;7,2;13,2;7275,1;0;12
21.05.2024;83,8;91,9;13,7;13,8;14,7;1,6;0;0;0;1;0;1;15,7;241,5;100;3,5;96;15,2;16,4;14,8;2,7;6,4;9,4;70;11,6;12,4;14,5;1452,3;17,2;0
22.05.2024;81,9;83,8;13,9;13,9;14,6;2;0;0;0;1;0;1;-1,4;706,9;100;0,9;97;19,8;17,9;15;4,1;8,3;10,5;63,8;9,6;9,5;14,3;4686,8;1,4;5
23.05.2024;74,1;88,4;13,4;12,8;14,3;1,4;0;0;0;1;0;1;2,1;712,2;100;2,1;98,1;19,7;17,4;14,7;3,2;5,9;8,4;67;9,1;8,3;13,6;4340,3;4,6;5
24.05.2024;100;90,7;13,2;12,5;14,5;1,2;0;0;0;1;0;1;5,7;721,4;100;3,2;98,3;19,2;16,8;14,9;2,7;6,1;100;75,3;10;9,2;14,1;3613,7;7,9;3
25.05.2024;63,3;79,4;14,5;13,9;14,2;1;0;0;0;0;0;1;-3,7;929,5;100;0;99,5;23,1;20,4;15,1;2,7;5,8;5,6;49,3;8;6,9;13,3;6507,6;0;10
26.05.2024;42,7;74,9;15,9;16;14,6;1,1;0;0;0;0;0;1;-4;894,6;100;0;98,8;24,2;23,1;15,5;2,6;6,4;5,1;44,8;8,4;7,8;13,5;6537,2;0;10
27.05.2024;67,7;87,1;15,9;15,4;15,3;1,3;0;0;0;1;0;1;2,4;789,8;100;1,6;96,4;22,6;18,9;15,8;2,8;5,8;7,6;74,8;12,9;12,6;14,9;3847;4,8;3
28.05.2024;55,2;71,2;14,1;14,2;15,2;1,5;0;0;0;0;0;1;-3,8;786,4;100;0;95,2;19,2;18,4;15,5;3,3;6,4;5,6;44;9,9;9,8;14,7;6399,4;0;9
29.05.2024;50,4;79,4;14,3;14,6;14,9;1,5;0;0;0;1;0;1;0,9;413,8;100;2;94,8;17,1;17,4;15,3;3;6,2;8,2;64,6;11,3;11,7;14,5;3112,3;3,1;2
30.05.2024;52;77,2;15,4;15,3;15,2;2,5;0;0;0;1;0;1;2,5;851,3;100;4;98,6;19,3;18,4;15,7;4,4;8;7,1;53,7;11,9;12,1;14,6;6084,8;6,2;9
31.05.2024;82,2;94,9;12;11,7;14,7;2,6;0;0;0;1;0;1;22,7;173,5;100;2,6;96,9;12,8;12,6;15,3;4,3;8;11,4;90,4;11,2;10,9;14,2;1375,6;23,7;0
01.06.2024;100;94,5;13,1;12,9;13,9;2,7;0;0;0;1;0;1;21,2;185,6;100;8,4;98,1;14,3;14,1;14,1;3,7;6,4;100;91,4;11,3;11,2;13,6;1754,9;22,3;0
02.06.2024;100;97;15,3;14,7;14,8;1,7;0;0;0;1;0;1;47,7;380,5;100;14,6;99,6;18,5;17,3;15,7;3,5;9,6;100;88,7;13,4;13;14,1;2100,3;49,1;0
03.06.2024;82,5;90,2;13,6;12,9;14,8;1,9;0;0;0;0;0;1;-1,9;292,4;100;0;97,7;17,9;15,9;15,3;3,1;6,5;9,6;73,1;10,9;10,8;14,6;2629,7;0;0
04.06.2024;40,9;78,7;16,7;15,5;14,8;1;0;0;0;0;0;1;-3,6;717,1;96,8;0;99,1;24,4;21,7;15,8;1,8;5;5,7;51,9;10,5;10;14;5776,7;0;8
05.06.2024;47,8;81,1;16,6;16,5;15,2;1,4;0;0;0;1;0;1;-2,2;596,4;100;0,8;96,3;23,2;21;15,9;3,4;6,8;6,8;66,5;10,5;11,3;14,5;4575,2;0,8;5
06.06.2024;50,7;76,5;18,6;18;16;1,3;0;0;0;1;0;1;-1,1;807,4;100;2,4;98,7;25,4;23,7;16,8;2,7;6,7;5,8;50,6;10,9;11,1;15,1;6361,2;3;9
07.06.2024;52;71;18,1;17,6;16,5;1,2;0;0;0;0;0;1;-4,4;942;100;0,1;97,8;25;23,1;17,2;2,8;5,2;4,7;48,6;11,1;10,8;15,6;7508;0,1;12
08.06.2024;62,8;79,1;18;17,8;16,6;1,2;0;0;0;1;0;1;4,6;860,2;100;3,9;96,6;26,1;24,4;17,4;2,8;5,9;5,8;54,6;10,3;10,1;15,5;5784,2;8,4;8
09.06.2024;49,8;71,8;17,9;17,6;17,2;1,4;0;0;0;1;0;1;-3,2;888,8;100;0,5;97,1;22,8;21;17,7;2;4,7;5,8;55,9;13,6;13,9;16,6;5688,6;0,5;7
10.06.2024;10,3;61;16,9;16,4;16,9;2,5;0;0;0;0;0;1;-4,9;976;42,7;0;79,5;23,5;21,2;17,5;4,6;8,2;4,8;42,6;11;11,6;16,3;7248,6;0;11
11.06.2024;7,9;65,1;12,9;12,4;15,9;1,5;0;0;0;0;0;1;-3,1;616;10,4;0;84,3;18,6;16;16,6;3;5,7;5,1;45,5;7,8;8,2;15,4;4936,6;0;6
12.06.2024;26,3;64,9;13,5;13,3;15,2;1,5;0;0;0;0;0;1;-3,4;986,8;88,3;0,1;95,9;20,8;17,7;15,8;3,2;5,6;4,5;41,3;6,9;6;14,4;5836,2;0,1;8
13.06.2024;46,2;66,5;14,8;14;15,4;1,1;0;0;0;1;0;1;-3,6;861,7;100;0,4;96,9;22,8;19,6;16,1;2;4,2;4,2;40,9;8,3;7,7;14,5;7334,3;0,5;11
14.06.2024;25,1;77;15,1;15,2;15,3;1,5;0;0;0;0;0;1;-2,5;694,1;100;0,1;90,5;21,5;19,7;15,9;3,2;6,5;7,3;60,9;9,7;10,1;14,7;3490,8;0,1;2
15.06.2024;41,8;74,6;15,8;15,5;15,8;2,3;0;0;0;1;0;1;6,2;974,7;100;3,5;97,2;22;19,4;16,4;4,4;8,4;6;49,6;10,7;11,6;15,4;6070,6;10,1;8
16.06.2024;21,4;67,3;17;16,8;15,9;1,9;0;0;0;1;0;1;-4,3;830,5;100;0,1;88,3;25,2;22,4;16,8;3,1;7,2;4,9;43,6;10,3;10,9;15;6665,3;0,2;10
17.06.2024;44,3;78,4;17,5;17,8;16,6;1,3;0;0;0;0;0;1;-2,9;578,6;100;0;94,6;22;21,4;17,1;2,9;6,3;7,7;62,7;13;13;16;4019,5;0;3
