Tag;AVG_LWET200;AVG_RH200;AVG_TA020;AVG_TA200;AVG_TB005;AVG_WV200;DFROST;DHOT;DICE;DRAIN;DSUMM;DVEG;KWB;MAX_GS200;MAX_LWET200;MAX_NN050;MAX_RH200;MAX_TA020;MAX_TA200;MAX_TB005;MAX_WV200;MAX_WV200max;MIN_LWET200;MIN_RH200;MIN_TA020;MIN_TA200;MIN_TB005;SUM_GS200;SUM_NN050;SUM_SOH
17.02.2025;10,4;74,7;-0,6;-1,1;2,2;1,9;1;0;0;0;0;0;-0,8;536;11,9;0;84,4;4,2;2,4;3;2,7;5,2;7,9;60,7;-4,1;-3,5;1,6;3354,6;0;10
18.02.2025;12,7;75,6;-2,3;-2,6;1,6;1,9;1;0;0;0;0;0;-0,7;531,9;20,7;0;91,1;3,4;1,6;2;3,3;7,3;8,1;60,3;-7,2;-6,8;1,3;3319,8;0;10
19.02.2025;10,3;72,6;-1,4;-1,7;1,2;1,4;1;0;0;0;0;0;-0,7;494;12,4;0;84,7;4,7;2,9;1,5;2,3;4,6;7,7;59,3;-6,9;-6,3;1;3081;0;9
20.02.2025;11,2;83,8;3,7;3,7;1,7;1;1;0;0;0;0;0;-0,8;310,3;12,7;0;92,8;12,7;11,3;2,9;1,8;3,4;8,3;69,2;-2,2;-1,8;1,1;1645,3;0;2
21.02.2025;38;80,4;9,1;9;4;1,1;0;0;0;0;0;1;-1,1;511,7;100;0,1;98,4;18,5;17,1;5,9;2,5;4,5;6,6;52;3,2;3,5;2,7;3204;0,1;9
22.02.2025;21,5;77,6;8,5;8,9;5,1;1,2;0;0;0;0;0;1;-1,1;395,1;81,3;0;97,1;15,2;14,6;6;3,2;5,7;8,2;53,9;2,3;2,9;4,2;2031,6;0;4
23.02.2025;16,4;79,6;7,9;8,3;5,9;0,9;0;0;0;0;0;1;-1;328,6;76,5;0;92,1;14,7;13,5;6,9;1,7;3,9;7;54,2;2,4;4;5,2;2163;0;4
24.02.2025;49,2;84,4;6,7;6,9;5,4;1,2;0;0;0;0;0;1;-0,8;218,3;100;0;98,5;12,6;11,9;6;2,2;4,3;9,3;69,5;0,5;1,2;4,5;1460,3;0;1
25.02.2025;83,1;91,3;7,5;7,5;6,1;1,1;0;0;0;1;0;1;1,8;244,2;100;1,5;98,9;11,5;10,5;6,6;1,8;4,9;10;79,1;3,4;4,4;5,6;1110,7;2,5;0
26.02.2025;27,7;86,1;4;4,2;5,4;2,9;0;0;0;0;0;0;-0,7;241,2;86;0;95,4;7;6;6;5;9,2;10,6;77,1;0,6;1,7;4,8;1004,7;0;0
27.02.2025;56,6;83,5;3,6;3,5;4,6;2,2;0;0;0;1;0;0;0,7;516,3;100;0,6;93,6;10,1;8;5,6;4,4;10,1;8,8;60,4;-0,8;0,3;4;2380,8;1,8;5
28.02.2025;56,3;90,4;2,7;2,4;4,5;1,7;0;0;0;1;0;0;-0,3;309;99,2;0,3;94,7;7,1;5,5;5;4;7,5;11,5;73,9;0,1;0,8;3,9;1518,8;0,4;1
01.03.2025;47,1;87;2,4;1,9;4,2;1,8;1;0;0;0;0;0;-0,8;385,9;100;0;99,5;6,8;5,6;4,9;3,1;6,2;9,1;66,2;-0,4;-0,7;3,5;1953,8;0;3
02.03.2025;21,4;73,7;3,5;3,2;4,2;1,5;1;0;0;0;0;0;-1,3;577,9;82,4;0;95,9;10,4;9;5,6;2,6;5,5;6,6;47,7;-2,1;-2;2,9;3944,8;0;10
03.03.2025;15,4;67;3,8;3,8;4,3;1,1;1;0;0;0;0;0;-1,5;593,8;75,8;0;94,3;13,7;12,3;5,8;2,2;5,2;5,1;31,4;-4;-3,5;2,8;4107,5;0;10
04.03.2025;10,9;63,5;4,5;4,7;4,4;0,9;1;0;0;0;0;0;-1,5;611,5;39,3;0;90,5;15,3;14;6,1;2;4;3,9;28,9;-3,6;-2,8;2,9;3938,8;0;10
05.03.2025;12,7;66,3;5,5;5,8;4,9;1;1;0;0;0;0;1;-1,7;635,3;60,3;0;94,6;17,8;16;6,8;2;3,8;4;34,1;-3,6;-3;3,1;4328,7;0;11
06.03.2025;18,8;61,6;6,5;7,2;5,5;1;1;0;0;0;0;1;-1,8;638,6;81,9;0;93,2;17,8;16,5;7,3;1,9;4,5;3,7;28,7;-2,4;-1,5;3,8;4353,3;0;11
07.03.2025;8,2;61,9;7;7,6;5,9;1,2;1;0;0;0;0;1;-1,8;631,4;13,4;0;86,7;17,2;16,4;7,6;2,5;5,1;4,8;37,2;-1,9;-1,2;4,3;4255,8;0;10
08.03.2025;17;58,7;7,3;8,1;6,2;0,9;1;0;0;0;0;1;-1,8;642,3;81,1;0;93,2;18,8;17,5;8;1,8;4,9;3,2;27,6;-2,3;-0,9;4,5;4373;0;11
09.03.2025;7,4;57,4;9;9,5;6,7;1,1;0;0;0;0;0;1;-2;633,4;12,5;0;86,7;19,8;18,6;8,5;2,3;4,2;3,3;30,2;-0,5;0,2;5;4391,4;0;11
10.03.2025;43,1;80,6;6,2;6,6;6,4;1,1;0;0;0;1;0;1;-0,2;179,5;100;0,5;93,7;10,4;10,1;7,3;2,6;5,1;7,8;62,9;1,4;2,4;5,7;1009,7;0,7;0
11.03.2025;80;88,1;6,9;6,7;6,5;1;1;0;0;1;0;1;0;672,6;100;0,9;99,4;15;12,9;7,9;2,3;5,7;7;65,6;-0,6;-0,1;5,1;3116,2;1,2;6
12.03.2025;94,3;97;5,3;4,7;6,7;1,8;0;0;0;1;0;0;5,7;128,5;100;1,7;99;6,1;5,7;7,2;3,1;5;49,8;93,6;4,3;3,8;6,4;656,6;6,2;0
13.03.2025;29,3;91,5;4,8;4,2;6,2;1,6;0;0;0;1;0;0;-0,6;295,3;100;0,2;98,7;8,9;7,6;6,8;2,8;7,6;9,7;75,6;2,8;2,7;5,8;1722,5;0,3;1
14.03.2025;11,4;86,3;2,7;2,4;5,5;1,5;0;0;0;0;0;0;-0,6;144,6;15,5;0;91,3;3,9;3,3;6,2;3,1;6,6;10,6;78,6;0,1;0,8;5,2;669,6;0;0
15.03.2025;21,7;80,8;4,7;4,2;5,1;2,6;0;0;0;0;0;0;-1;185,8;92,8;0;92,1;7;6,5;5,4;3,7;8;9,5;67,2;2,5;2;4,8;966,3;0;0
16.03.2025;10;77,4;4,1;3,6;5,1;1,7;0;0;0;0;0;0;-0,9;159,2;10,7;0;85;5,6;4,8;5,3;2,5;5,8;9,5;71,7;2,8;2,2;4,8;1001,4;0;0
17.03.2025;9,9;67,3;3,3;3;5;2,1;1;0;0;0;0;0;-1,4;579,5;14,9;0;89,5;7,9;6,8;5,9;3,3;6,9;7,2;51,9;-2,5;-2,1;3,9;3518,3;0;7
18.03.2025;7,2;46,9;3,1;2,8;4,5;2,6;1;0;0;0;0;0;-2,5;729,7;8,8;0;61,1;10,7;9,1;5,9;4,5;8,3;4,5;31,2;-2,6;-2,1;3,1;5336,4;0;12
19.03.2025;7,7;59,8;5,1;5,2;4,9;1,1;1;0;0;0;0;1;-2,1;723,2;10,6;0;80,1;16,9;14,7;7,1;2,2;4,6;3,9;36,4;-4,3;-3,3;3;5262,4;0;12
20.03.2025;7,7;60,9;8,8;9,1;6,3;1,1;1;0;0;0;0;1;-2,3;687,4;13,6;0;90;21,2;19,2;8,5;3,4;6,3;3,4;30,7;-1,7;-0,6;4,5;4504,6;0;9
21.03.2025;7;55;11,4;11,9;7,4;1,5;0;0;0;0;0;1;-2,7;641,6;12,3;0;87,9;21,4;20,3;9;3,7;7;3,5;27,9;1,2;1,8;5,8;4235,1;0;8
22.03.2025;15,5;59,6;12,6;12,9;8,5;1,7;0;0;0;1;0;1;-2,1;580,1;94,9;0,2;77,8;17,6;17,3;9,7;3,3;6;5,7;46;6,2;7,3;7,4;3291,1;0,2;5
23.03.2025;20,8;78,7;9,1;9,5;8,3;1,4;0;0;0;1;0;1;-0,7;300,4;100;0,4;89;13,3;12,6;8,9;3,6;7,3;8,3;68,6;3,9;5,3;7,7;1679;0,5;0
24.03.2025;56,1;88,9;8,8;8,7;8,2;0,9;0;0;0;1;0;1;6,7;560,7;100;2,2;97,2;15;13,2;9,1;2,1;4,3;8,7;74,9;4,5;5,2;7,5;1913;7,8;1
25.03.2025;73;87,9;10,2;9,9;9;1;0;0;0;1;0;1;1,6;614,8;100;3;97,4;16,5;14,3;10;3,1;6,8;7,5;65,4;6,6;6,8;8,2;2638;3;3
26.03.2025;60,9;87,5;8;7,6;8,9;1,8;0;0;0;1;0;1;1;215,1;100;0,4;97,2;10;8,9;9,4;3,1;6;10;76,7;6,5;6,1;8,6;1278;1,9;0
27.03.2025;36,6;75,9;7,1;6,8;8,4;1,6;0;0;0;0;0;1;-1,5;469,8;89,1;0;92,2;11,5;10;9,1;3;6,8;7;59,3;1;2,2;8;2924,4;0;4
28.03.2025;35,4;71,9;7,9;7,6;8,1;1,1;1;0;0;0;0;1;-2,2;761,9;98,7;0;96,8;16,7;14,5;9,8;2;4,8;5;44,3;-0,9;-0,3;6,5;5259;0;11
29.03.2025;16,1;78,3;8,2;8,1;8,7;2,7;0;0;0;0;0;1;-1,5;336;81,3;0;89,1;12;11;9,3;5;8,3;8,6;70,3;2,8;3,7;8,2;2449;0;2
30.03.2025;9,4;70,8;7,5;7,4;8;3,3;0;0;0;0;0;1;-2,4;568,6;12,1;0;86,6;14;12,3;8,6;5,6;9,8;6,5;41;0,3;1,6;7,1;3460,4;0;5
31.03.2025;8,9;68,5;7;6,9;7,6;2,4;0;0;0;0;0;1;-1,5;165,5;9,9;0;79,5;9,1;8,6;8,1;5,1;8,1;8;58,7;5,8;5,3;7,4;1460,9;0;0
01.04.2025;7,5;60,3;7,8;7,7;7,4;3;0;0;0;1;0;1;-1,8;496,2;41,8;0,5;74,9;11,3;10,9;8;4,7;9,9;2,8;45,6;4,5;4,3;6,9;3452,4;0,5;5
02.04.2025;3,5;55,2;10,8;10,9;7,9;3,9;0;0;0;0;0;1;-3,6;788,8;4,7;0;73,1;16,9;15,9;9,4;5,8;11;2,2;41,4;4,9;5,5;6,6;5911;0;12
03.04.2025;3,4;49,7;12,3;13;9,1;2,2;0;0;0;0;0;1;-3,6;801,2;4,6;0;65,8;19,8;18,7;10,7;4,1;8,2;2;35;5,7;7,9;7,6;5979,9;0;12
04.04.2025;3,3;47,2;12,2;13,3;9,7;1,6;0;0;0;0;0;1;-3,7;813,3;5,2;0;70;21,6;20,8;11,3;3,2;7;1,5;25,8;2,2;5;8;6332,2;0;13
05.04.2025;3,4;49,2;12,3;12,8;10,2;1,8;0;0;0;0;0;1;-3,6;810,2;5,2;0;73,5;21,1;20,2;11,7;3,3;7,2;1,8;30,5;1,9;3,9;8,5;6014;0;12
06.04.2025;3,2;38,8;6,5;6,4;9,5;2,6;0;0;0;0;0;1;-3,3;842;4,5;0;58,9;11,5;10,2;10,6;3,8;8,7;1,7;25,2;2;2,9;8,5;6600,6;0;14
07.04.2025;3,3;42,7;5,6;5,8;8,2;1,7;1;0;0;0;0;1;-2,9;832;5;0;59,6;12,9;11,4;9,4;3,4;7;1,7;31,2;-3;-0,7;6,9;6529,9;0;13
08.04.2025;3,5;48,5;7,4;7,9;8,2;1,5;0;0;0;0;0;1;-2,9;815,5;5,4;0;69,3;15,7;14,3;9,7;3,1;7,2;1,6;32,6;-2,2;0,3;6,7;6255,4;0;12
09.04.2025;3,5;49,9;8,6;9,2;8,9;1,4;0;0;0;0;0;1;-3;836,3;5,4;0;71,7;16,7;15,2;10,4;2,4;5,7;1,7;32,8;0,2;2,4;7,4;6074,5;0;12
10.04.2025;3,8;57;8,6;9,2;9,2;1,6;0;0;0;0;0;1;-3;820,8;5,5;0;74,6;16,3;15,1;10,7;3,3;7,1;2,2;40,3;1,2;3,2;7,7;6320,2;0;12
11.04.2025;12,9;57;9,9;10,2;9,5;1,4;0;0;0;0;0;1;-3,4;842,7;80,8;0;90,2;19,6;18,5;11,3;3;6,5;1,8;28,7;-0,8;1,3;7,8;6650,3;0;13
12.04.2025;3,5;49,2;13,2;13,8;10,3;1,4;0;0;0;0;0;1;-3,8;840,5;6;0;78,9;23,4;22,5;12,1;2,6;5,9;1,4;26,7;1,4;3,1;8,5;6596,8;0;13
13.04.2025;14,5;58,4;13,7;14,5;10,9;2,1;0;0;0;1;0;1;-2,4;548,4;99,2;0,2;73,8;19,4;17,8;11,6;4,1;7,3;3,2;49,3;8,7;10,9;10,5;2671,9;0,2;2
14.04.2025;44,6;71,9;14,1;14;11,5;1,2;0;0;0;1;0;1;2;831,7;100;1,5;95,2;20,5;18,6;12,9;2,4;5,2;2,8;53,4;7,9;9,8;10,4;5688,4;5;10
15.04.2025;41;80,1;13,3;13,5;12;1,3;0;0;0;1;0;1;-1,4;548;100;0,6;93,9;19,1;18,1;12,6;3,3;5,3;4,2;62;7,1;8,4;11,2;3383,4;0,7;4
16.04.2025;38;76,7;12,7;12,8;12,1;2,5;0;0;0;0;0;1;-3,4;781,2;100;0;97,4;21,9;20,9;13,2;6;9,2;3,4;48,7;6,8;8,6;11,1;5180,2;0;9
17.04.2025;47,2;91;8,3;8,2;11,2;2,4;0;0;0;1;0;1;0,5;153,8;100;0,7;94,7;9,6;9,2;12,1;3,1;6,2;5,7;81,3;6,9;7,2;10,7;893,4;1,4;0
18.04.2025;46,7;82,1;7,6;7,7;10,2;1,7;0;0;0;0;0;1;-1,2;320,6;100;0;92,9;10,5;9,3;10,6;3,1;5,7;5,3;72,5;4,6;5,7;10;1712,8;0;0
19.04.2025;36,6;70,3;11,2;11,2;10,3;1,1;0;0;0;0;0;1;-3,2;831,8;100;0;97,5;20,9;19,3;11,8;2,2;5,7;3;44,5;0,8;2,2;8,9;6591,5;0;12
20.04.2025;42,5;76,6;9,8;10,4;10,9;2,1;0;0;0;1;0;1;0,1;869,5;100;1,3;97,1;19,7;18,3;11,7;5,3;8,7;3,7;48,9;3,3;4,8;10,1;4097,8;2,8;6
21.04.2025;87,7;82,9;9,2;9,2;10,3;1,4;0;0;0;1;0;1;0,3;633,3;100;1,6;98;16,1;14,9;11,1;3,7;9,3;6;51,3;2,8;3,6;9,4;3816,9;2,5;5
22.04.2025;48,4;76,2;10,6;10,8;10,6;1;0;0;0;0;0;1;-2,2;728,6;100;0;95;17,2;15,8;11,4;1,7;3,9;3,8;48,4;4,9;6,3;9,9;3553,1;0;4
23.04.2025;59,6;77,6;11,4;11,1;10,8;1,6;0;0;0;1;0;1;5,8;899,8;100;3,3;96,2;22,7;19,1;11,9;4,4;10,3;3,2;41,3;2,8;4;9,6;5049,6;8,9;8
24.04.2025;94,3;85,8;10,1;10;11,1;1,4;0;0;0;1;0;1;1,4;560,7;100;2,6;97;13,5;12,6;11,5;3,3;7,8;42,2;70,9;7,6;8,1;10,8;2930,8;3,1;2
25.04.2025;97,5;89,4;10,4;10,1;11,2;1,5;0;0;0;1;0;1;1,8;463,6;100;0,9;96,9;14,1;12,5;11,5;3,3;6,4;65,3;79,9;8;8,2;10,8;2777,5;3,3;2
26.04.2025;51,8;79,6;10,1;10,7;11;1,4;0;0;0;0;0;1;-1,7;462,6;100;0,1;93;14;14,7;11,3;2,8;5,7;5,5;62;6,1;7;10,6;2537,5;0,1;1
27.04.2025;4,9;57,8;13,2;13,4;11,4;1,9;0;0;0;0;0;1;-4;869,5;7,6;0;83,8;20,5;18,9;12,4;3;6,3;3;38,1;6,3;7,8;10,4;7082,3;0;13
28.04.2025;24,7;60,8;13,5;13,7;11,9;1,4;0;0;0;0;0;1;-4;818,5;95,3;0;93,7;22,6;21,3;12,9;2,9;5,3;2,6;34;3,5;4,7;10,7;7066,2;0;13
29.04.2025;8,2;60,3;15,3;15,8;12,6;1,4;0;0;0;0;0;1;-4,3;888,8;43,1;0;87,9;24,9;23,7;13,7;2,7;5,5;2,7;38,2;4,9;6,5;11,3;7422,8;0;13
30.04.2025;10,1;55,1;16,6;17,5;13,4;1,2;0;0;0;0;0;1;-4,5;895,2;68,1;0;89,7;27,1;24,9;14,5;2;4,9;2,2;30,3;6;7,7;12,1;7567,6;0;14
01.05.2025;11,5;54,9;16,3;17,6;13,8;1;0;0;0;0;1;1;-4,5;898,5;78,3;0;89;27,4;25,9;14,8;1,9;4,9;1,9;25,5;6,2;8,1;12,6;7559,1;0;13
02.05.2025;4,8;56,6;18,3;19,2;14,2;1,4;0;0;0;0;1;1;-5,1;882,8;11,3;0;85;30,7;28,4;15,4;3,1;7,4;2,3;27;7,1;9;13;7331,6;0;13
03.05.2025;39,1;67,2;16,4;17,5;14,4;2,6;0;0;0;1;0;1;3,2;548,4;100;3,8;94,1;24,9;23,9;15;4,7;9,8;3,6;43,9;11,4;12,6;14;3422,3;6,7;3
04.05.2025;70,6;87,2;10,2;10,4;13,4;2;0;0;0;1;0;1;14,1;269,1;100;4;95,7;12,6;13,4;14,4;2,9;7,4;6,2;73,1;8;9,1;12,8;1928,2;15,6;0
05.05.2025;5,9;69,1;8,9;9,4;12,1;1,8;0;0;0;0;0;1;-2,1;505,8;12,2;0;79,6;12,3;12;12,7;2,5;6,5;4,5;55,3;6,3;7,6;11,7;3044,8;0;2
06.05.2025;5,9;64,2;9,3;9,5;11,6;1,9;0;0;0;0;0;1;-3,1;695,2;15,6;0;84,4;13,4;13;11,9;3,3;8,3;3,4;40,1;3,5;5,2;11,2;5948,1;0;9
07.05.2025;9,6;59,4;10,4;10,8;11,2;2,2;0;0;0;0;0;1;-3,6;946,7;63,7;0;88,7;17,6;15,9;11,9;3,5;8,3;2,9;38,6;1,9;3;10,4;6891;0;11
08.05.2025;4,8;60,7;10,7;11,4;11,5;1,6;0;0;0;0;0;1;-2,6;471,2;5,8;0;72;14,5;14,1;11,8;2,9;5,8;3,8;44,8;7,7;9,2;11,2;3428,5;0;3
09.05.2025;4,2;49,5;11,5;12,1;11,6;1,8;0;0;0;0;0;1;-4,1;1026;5,8;0;71;18,2;16,2;12,3;2,9;6,9;2,6;31,7;5,6;7,5;11;7213,6;0;12
10.05.2025;8,5;50;11,6;12,2;11,6;1,6;0;0;0;0;0;1;-4,3;934,5;52,8;0;87,7;20,2;19,1;12,5;2,8;6,5;2,1;27,7;1,8;2,2;10,5;8062,6;0;14
11.05.2025;4,5;49,3;13,6;14,4;11,9;1,8;0;0;0;0;0;1;-4,8;921,5;14;0;83,9;22,2;22;13;3,3;7,8;2;27,7;3;3,6;10,6;8054,7;0;14
12.05.2025;3,9;51,7;13,7;14,8;12,6;1,4;0;0;0;0;0;1;-4,3;936,2;6,5;0;79,9;21,9;21,2;13,5;2,4;6,1;2,1;33,3;4,5;6,2;11,5;7356,4;0;12
13.05.2025;4,1;51,6;13,6;14,5;12,8;1,3;0;0;0;0;0;1;-4,4;943,6;8,7;0;81;22,8;20,9;13,6;2,3;5,4;2,1;28,4;5,2;6,7;11,7;7587;0;13
14.05.2025;6,6;53,2;14,3;14,3;12,8;1,3;0;0;0;0;0;1;-4,7;933,3;34;0;84,7;25,9;22,3;13,8;2,5;5,3;1,7;24,2;4,8;5,2;11,6;8064,9;0;14
15.05.2025;3,8;47,3;12,9;14;13;2,6;0;0;0;0;0;1;-4,6;939,5;5,1;0;64,3;20,1;17,8;13,6;4;8,6;2,7;29,5;6,1;9,8;12,4;6745,7;0;11
16.05.2025;4,2;52,8;10,9;11,3;12,3;1,6;0;0;0;0;0;1;-3,4;854,1;6,9;0;79,5;18,6;15,8;13;3,1;6,8;2,6;35,5;2,9;3,4;11,3;5920,6;0;9
17.05.2025;4,7;59,1;12,7;12,9;12,6;2,1;0;0;0;0;0;1;-3,8;818,2;9;0;83,7;18,9;17,5;13,4;3,7;7,3;3,1;41,5;4,6;6,2;11,6;6508,9;0;10
18.05.2025;4,9;58,8;13;13,3;12,7;2;0;0;0;0;0;1;-3,9;687,3;8,6;0;83,1;21,9;19,3;13,4;4;8;2,7;34,4;5,6;6,6;11,8;5704,1;0;8
19.05.2025;22,7;54,8;14,7;15,1;13;1,3;0;0;0;0;0;1;-4,6;926,3;85,8;0;92,3;22,6;21,9;14;2;5,9;2,3;29,7;5,8;6,4;11,9;7994,5;0;13
20.05.2025;4;50,7;15;16,9;13,4;1,3;0;0;0;0;0;1;-3,7;896,6;6,2;0;78,1;23,6;22,5;14,1;3,1;5,8;2,6;35,3;7,2;8,4;12,6;5020,8;0;6
21.05.2025;56,3;77,3;13,7;14,4;13,9;1,4;0;0;0;1;0;1;10,3;592,1;100;3,8;92,4;20;19,5;14,1;3,2;6,7;4,2;52,1;10,4;10,9;13,5;2908,8;12,7;1
22.05.2025;61,5;79,9;11,1;11,1;13,3;2,2;0;0;0;1;0;1;-1,4;689;100;0,6;97,4;16,2;14,8;13,7;4,7;9;4,4;51,2;7,6;8;13,1;3608,8;1,1;3
23.05.2025;28,2;67,2;9,9;9,5;12,4;2;0;0;0;0;0;1;-3,2;894,5;88,4;0;92;15,8;13,9;13;3,8;7,7;3,8;43,4;5,3;5,2;11,9;5900,8;0;8
24.05.2025;24,6;56,8;11,4;11,3;12;1,5;0;0;0;0;0;1;-3,6;782,4;85,1;0;87,5;19,3;16,9;12,8;2,7;5,8;2,6;33,5;2,7;2,9;11;6384,4;0;9
25.05.2025;75,2;75,9;13,4;14,3;12,7;1,7;0;0;0;1;0;1;1,2;508,6;100;0,6;89,3;19,6;19,7;13,3;3,1;7,2;4,8;53,9;9,1;9,8;12,3;2821,2;3,7;1
26.05.2025;40,9;65,8;14,2;14,5;13,5;2,5;0;0;0;1;0;1;-3,1;797;100;0,7;93,6;19,7;17,8;14;4,4;8,2;3,7;44,4;9,9;10,6;13,2;6174,8;0,7;9
27.05.2025;5,5;60,5;14,2;15;13,4;1,9;0;0;0;0;0;1;-3,4;721;14,9;0;81,9;19,4;19,2;13,9;4,3;7;3,8;45,2;8,5;9,2;12,9;4559,3;0;5
28.05.2025;74,7;76,3;13,7;14,8;13,7;2,8;0;0;0;1;0;1;4,2;590,3;100;1,9;89,7;18,7;17,1;14;5,7;9,7;5,2;62,8;10,9;12;13,5;3043,4;6,7;1
29.05.2025;44,1;76,2;14,7;15,4;13,9;1,4;0;0;0;1;0;1;-2,5;476;100;0,2;96,3;18,5;19,4;14,3;2,5;6,5;4,7;53,3;10,4;10,8;13,4;3669,8;0,2;3
30.05.2025;5,6;63,8;19,1;20,1;15;1,2;0;0;0;0;1;1;-5,4;931,3;11,6;0;85,9;27,5;26,4;16,1;2,2;5,2;3,3;41,8;13,1;14,5;14,2;8182,7;0;13
31.05.2025;46,9;70,2;19,6;20,5;16;1,4;0;0;0;1;1;1;11,4;919,3;100;8,2;95,5;29,2;29,9;17,1;5,3;11,6;3;37,1;11,4;12,3;14,9;7662,5;16,9;12
01.06.2025;62,2;78;19,5;20,4;17,1;1,4;0;0;0;1;1;1;4,2;789;100;3,3;95,3;25,5;25,9;17,6;2,7;7;4,3;50;14,5;15,5;16,6;5695,8;8,3;8
02.06.2025;89,8;91,7;16,9;16,4;17,3;1,3;0;0;0;1;0;1;15,3;510,2;100;7,2;97,4;22,4;20;17,5;3,7;9;21,8;76,7;14,8;14,5;17,1;2546,9;17,2;0
03.06.2025;41,2;80,7;18;17,9;17,1;1,5;0;0;0;0;0;1;-3,6;779,6;100;0;99,3;23,7;22,9;17,6;3,9;7,2;5,1;59,2;14,2;14,2;16,8;5425;0;7
04.06.2025;80,5;86,1;16,4;16,9;17,2;1,5;0;0;0;1;0;1;11,1;663,6;100;6,3;95,9;22,3;21,4;17,8;3,9;8,6;7,7;68,6;14;15;16,6;2847,8;13,4;1
05.06.2025;42,7;72,4;16,2;17,1;17,4;2,2;0;0;0;0;0;1;-3,5;675,2;100;0;91,3;20,6;20,1;18;5,4;10,1;5,2;56,6;12,4;13,8;16,7;5142,8;0;6
06.06.2025;48,6;79,8;16,9;17,6;17,4;2,6;0;0;0;1;0;1;2,1;655,1;100;1,7;95,4;21,9;20,3;18;6;11,3;5,8;63,3;14,3;15,6;16,9;3498,4;4,9;2
07.06.2025;55,2;82,2;15,5;16,3;17,3;2,1;0;0;0;1;0;1;1;457,8;100;1,3;95,9;19,1;18,5;17,5;4,1;7,6;6,5;68,3;13,3;14,5;16,9;3106,8;3,3;1
08.06.2025;67,6;81,8;12,8;13,4;16,7;2,9;0;0;0;1;0;1;5,6;766,5;100;3,2;92,8;17,9;15,8;17;6,1;12,7;5,8;63,1;7,8;8,9;16,3;4295,7;8,3;4
09.06.2025;38,9;67,5;14,9;14;16,3;1,2;0;0;0;0;0;1;-4,2;895;100;0;92,3;23,7;20,3;17,7;1,9;5,4;3,6;44,9;6,9;6,6;14,8;7464,3;0;12
10.06.2025;35,7;66,3;17,2;17;17;1,5;0;0;0;0;0;1;-4,5;836,2;100;0;97,2;26,4;24,1;18,6;3,1;6,2;3,8;37,9;8,2;7,8;15,4;6721,4;0;10
11.06.2025;5,6;60;17,7;18,3;17,9;1,3;0;0;0;0;0;1;-4,7;866,8;10,3;0;87,3;23,8;23,1;19,2;2;5,6;3,4;38,5;11,7;12,8;16,7;7268,3;0;11
12.06.2025;6,7;57,6;19,5;20,1;18,1;1,4;0;0;0;0;1;1;-5,2;865,2;27,2;0;86,6;26,8;27,3;19,4;2,4;6,4;3,4;41,1;9,4;9,6;16,5;7629,2;0;12
13.06.2025;5,1;57,3;22,1;23;19,1;1,4;0;1;0;0;1;1;-5,6;839,2;8,4;0;85,4;29,4;30,5;20,6;2,7;5,7;3,4;34,5;13,3;14,1;17,6;7387,8;0;11
14.06.2025;10,6;59,1;23,2;24,5;19,9;1,4;0;1;0;0;1;1;-5,8;842;95,6;0,1;80;33,2;33,1;21,3;3,1;6,4;3,4;33,4;13,8;15,2;18,4;7192,4;0,1;11
15.06.2025;45;81,1;19,9;20,3;20,3;2,1;0;0;0;1;0;1;7,9;756,3;100;4,4;93,6;26,3;24,8;20,9;4,3;8,5;5;64,9;14,4;15;19,7;4579,9;11,4;5
16.06.2025;41,9;73,8;17,3;17,6;19,8;1,5;0;0;0;1;0;1;-3,8;869,7;100;0,2;94,2;22,1;21,3;20,4;2,6;5,4;4,3;53,3;13,3;13,5;19,1;6286,3;0,2;9
17.06.2025;36;65,5;18,3;18,7;19;1,1;0;0;0;0;1;1;-5;929,8;100;0;96,8;24,4;25,2;19,7;2;5,2;3,4;39,3;11;10,5;17,9;8124,9;0;13
18.06.2025;30,9;65,2;19,9;20,4;19,1;1,1;0;0;0;0;1;1;-5,4;930,3;100;0;94,8;27,5;26,9;20,2;2,1;5,5;3,4;40;11,6;11,7;17,9;8471;0;14
19.06.2025;17,6;60,8;21;22;19,6;1,3;0;0;0;0;1;1;-5,5;917,8;85;0;91,4;26,5;27,5;20,4;2,2;6,3;3,4;39,2;13,6;14;18,5;8203,7;0;13
20.06.2025;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-
